"geoid","fuelheat","housingvalue","kitchen","mortgage","mortgagecost","mortgageval","occupy","occupyown","phone","plumbing","rentgross","rentprcinc","rooms","units","unitsownpop"
"05000US16063",75.57,"137000","97.55",60.03,"81.24","55.29",84.48,69.12,"97.45","96.49","779",35,5.8,1.96739774748073,65.94
"05000US16065",90.5,"207500","97.72",60.71,"84.26","63.58",77.07,46.35,"96.4","99.25","704",23.4,5,1.9632,50.96
"05000US16067",90.55,"136800","99.23",56.73,"79.9","62.24",90.03,71.69,"97.43","98.89","644",35.2,5.8,1.97801895864817,68.61
"05000US16069",88.73,"181200","96.2",61.52,"83.75","58.48",91.9,70.53,"96.41","98","726",40.9,5.7,1.93405717089928,73.86
"05000US16071",31.48,"155800","97.54",56.76,"80.85","50.44",79.73,80.69,"99.87","98.54","735",37.9,6.1,1.99684542586751,82.72
"05000US16073",67.65,"130300","96.82",53,"81.41","65.55",87.14,70.59,"95.04","95.74","704",38.4,5.3,1.944,70.68
"05000US16075",83.4,"148400","97.67",63.66,"85.69","65.45",93.79,72.63,"97.21","97.89","743",39.9,5.4,1.96692518248175,74.26
"05000US16077",84.15,"139800","98.97",56.44,"79.72","64.14",85.86,68.93,"99.54","99.07","643",37.7,5.9,1.95776830685781,68.71
"05000US16079",80.26,"124600","95.24",49.24,"74.23","53.69",77.82,70.09,"96.3","96.12","674",47.4,5.4,1.96407942238267,69.67
"05000US16081",41.12,"317700","97.95",67.39,"87.64","66.73",65.46,73.96,"98.23","99.19","826",36.6,5.3,1.98447537473233,75.27
"05000US16083",91.16,"160200","98.82",64.52,"85.43","67.63",93.43,68.58,"97.53","99.37","777",34.7,5.8,1.96885689155292,70.24
"05000US16085",46.51,"283000","97.9",69.47,"90.45","73.63",28.3,78.73,"98.79","97.86","760",48.7,5.4,1.99306558798035,80.45
"05000US16087",76.03,"152200","97.41",50.71,"74.14","44.95",86.74,70.28,"97.86","96.2","671",45.4,5.7,1.96117471378795,70.77
"05000US17001",91.99,"126100","95.27",56.96,"77.92","60.83",90.39,71.67,"97.56","96.93","670",41.3,5.8,1.94992673992674,76.04
"05000US17003",84.29,"53500","78.95",30.25,"51.57","35.34",58.29,71.29,"97.63","68.93","505",42.8,5.2,1.62978906586311,70.96
"05000US17005",64.07,"122500","94.84",53.74,"74.31","54.89",86.03,77.48,"97.23","96.42","625",41.3,5.6,1.95143132840142,78.6
"05000US17007",92.76,"152600","98.81",69.2,"85.14","70.48",93.35,79.8,"98.02","99.17","838",38.4,6.5,1.96593881800224,80.34
"05000US17009",74.12,"89600","96.91",53.98,"74.6","58.27",84.98,75.9,"97.89","96.13","577",39,5.8,1.97891710589363,80.08
"05000US17011",84.39,"109700","96.06",52.2,"71.58","53.76",87.9,76.34,"97.65","95.97","668",44,6.1,1.98348424483883,77.9
"05000US17013",49.58,"114300","91.5",47.3,"70.95","49.54",62.63,83.99,"93.85","90.7","606",46.7,5.4,1.98227146814404,84.43
"05000US17015",75.16,"101600","98.27",46.04,"67.37","48.31",76.52,76.24,"97.58","98.92","639",47.9,6.2,1.98641136504015,77.92
"05000US17017",85.91,"78100","97.81",50.17,"70.07","52.4",86.15,74.66,"97.81","98.7","601",39.7,5.7,1.96775477707006,74.96
"05000US17019",94.82,"157800","98.84",64.1,"81.72","66.61",90,53.63,"NULL","99.4","862",29.9,5.2,1.76169408114038,57.38
"05000US17021",87.81,"90000","95.88",51.56,"71.01","52.87",89.26,74.51,"97.51","97.87","661",43.2,5.5,1.97732979410288,76.05
"05000US17023",66.27,"87800","97.11",57.38,"72.64","52.96",86.88,73.91,"97.58","97.4","699",43,5.8,1.99542367877177,74.45
"05000US17025",67.06,"81700","93.15",50.88,"70.85","57.97",87.71,77.01,"98.37","93.39","578",42.7,5.8,1.98918056048244,79.57
"05000US17027",80.49,"148100","97.44",55.75,"76.56","59.24",89.92,78.89,"98.11","96.89","791",40.2,5.8,1.97603946441156,79.66
"05000US17029",92.23,"97600","97.77",54.57,"73.42","59.12",89.85,61.61,"97.55","98.36","671",35.2,5.3,1.95401863853541,62.94
"05000US17031",97.14,"237200","96.72",65.44,"83.06","67",89.7,56.89,"97.61","98.02","1091",36.6,5.1,1.68244790048241,60.33
"05000US17033",78.32,"87000","95.64",52.19,"72.62","56.04",88.14,78.19,"98.21","97.34","633",42,5.8,1.96968509081406,80.01
"05000US17035",56.29,"100700","97.48",49.69,"71.01","49.7",88.69,79.2,"98.29","97.97","567",42.6,5.8,1.98519204072189,80.15
"05000US17037",92.6,"169800","98.49",66.24,"82.16","67.11",91.55,56.97,"98.17","99.2","914",31,5.5,1.90393337400207,59.17
"05000US17039",83.27,"100900","97.34",58.66,"77.15","59.22",88.03,79.36,"97.21","96.92","587",43.1,5.8,1.978988443644,80.15
"05000US17041",82.18,"106500","96.78",53.31,"74.34","55.14",90.24,71.69,"94.53","97.54","688",37.9,5.8,1.99291152533473,76.47
"05000US17043",98.42,"299000","98.97",68.11,"84.19","68.3",95.14,73.18,"98.69","99.52","1280",39.1,6.2,1.83925891470147,76.05
"05000US17045",76.24,"80100","92.4",50.59,"69.93","51.14",86.09,75.65,"97.05","94.87","605",44.6,5.8,1.99104084321476,77.84
"05000US17047",76.55,"76500","93.89",39.95,"61.36","39.73",86.91,82.42,"96.54","95.93","484",43.3,5.7,1.9963976945245,82.82
"05000US17049",79.35,"140300","97.76",50.18,"70.38","53.95",91.19,77.65,"97.37","98.81","615",39.1,6,1.98406492069347,81.53
"05000US17051",65.69,"84700","94.42",44.12,"65.05","49.67",81.76,80.53,"97.77","94.28","605",41.5,5.6,1.98778886554622,81.15
"05000US17053",82.6,"98400","95.52",48.76,"68.62","42.83",90.76,70.58,"97.11","95.99","651",43,6.1,1.97490915383284,71.58
"05000US17055",89.01,"74500","95.2",43.85,"66.14","48.19",86.67,73.81,"97.71","96.47","641",42.3,5.4,1.98698481561822,75.34
"05000US17057",83.19,"86700","94.17",51.06,"71.13","51.83",86.39,76.83,"97.02","98.17","636",43,5.8,1.98836053938964,76.75
"05000US17059",78.09,"75300","97.23",31.65,"54.55","36.82",84.21,75.11,"98.27","98.84","453",45.3,5.6,1.98401037165082,77.37
"05000US17061",77.16,"77400","92",46.61,"68.21","51.37",77.85,79.08,"94.11","92.53","591",42.9,5.8,1.99080919080919,79.75
"05000US17063",91.44,"191300","96.34",64.36,"82.17","65.14",93.43,71.14,"98.51","97","973",37.6,6,1.97339931951748,73.66
"05000US17065",55.63,"98100","93.63",42.63,"63.51","43.06",82.34,80.6,"97.07","99.85","621",44.1,5.6,1.99289099526066,83.13
"05000US17067",79.97,"86700","94.06",42.27,"64.49","41.77",80.24,81.5,"97.75","95.59","614",46,6,1.98463611859838,82.06
"05000US17069",71.42,"71500","90.8",37.06,"58.56","40.73",66.51,80.32,"98.68","92.97","390",46.2,5.1,1.98678720445063,82.54
"05000US17071",73.42,"91300","96.4",52.4,"72.4","55.24",77.36,81.37,"98.53","97.85","533",49.7,5.6,1.99297658862876,82.21
"05000US17073",86.38,"118800","94.37",56.45,"75.62","55.62",90.28,77.78,"97.36","93.31","649",43.1,6.1,1.97717624731559,80.67
"05000US17075",79.87,"99500","96.8",53.19,"72.28","51.62",87.3,76.86,"97.85","96.69","665",44.5,6,1.982596145683,77.97
"05000US17077",90.63,"106400","97.2",51.4,"72.33","51.68",81.83,51.94,"96.85","95.48","701",31.6,5.1,1.80166891436278,55.25
"05000US17079",53.91,"99400","95.32",43.78,"65.67","47.98",84.38,82.41,"97.73","96.42","562",42.8,5.7,1.99152078774617,83.34
"05000US17081",72.07,"94400","94.58",52.25,"73.36","56.79",89.7,72.69,"97.49","96.58","661",41,5.5,1.92130329107272,75.71
"05000US17083",70.03,"144800","96.37",57.32,"78.91","60.55",85.58,80.69,"96.3","97.08","610",42.7,5.5,1.98869013271783,83.18
"05000US17085",63.72,"144600","98.21",52.52,"73.83","56.4",71.25,78.15,"98.95","98.14","639",49.7,6.4,1.9872924779668,79.17
"05000US17087",73.24,"99400","96.64",45.96,"69.33","52.77",77.1,84.13,"97.31","90.71","644",43.2,5.6,1.99332105020728,85.57
"05000US17089",97.89,"232000","98.42",71.34,"86.29","70.66",95.34,73.48,"98.27","99.35","1133",37,6.3,1.90562763268745,73.46
"05000US17091",91.41,"144200","95.6",61.98,"80.54","65.44",87.99,68.21,"97.83","97.06","869",37.6,5.7,1.84614232209738,69.65
"05000US17093",96.01,"224200","98.73",77.17,"89.36","78.66",96.94,83.04,"98.77","98.9","1331",34.9,6.9,1.90499170935729,83.01
"05000US17095",88.61,"83100","90.36",51.31,"71.13","52.92",87,65.42,"96.63","90.13","631",42.1,5.6,1.93432549207873,67.52
"05000US17097",98.26,"259900","98.49",68.72,"84.28","68.91",92.9,73.35,"98.46","99.23","1168",38.2,6.3,1.85058363850379,74.9
"05000US17099",90.74,"126000","97.07",56.92,"76.8","57.87",89.06,72.46,"98.03","98.24","756",41.8,5.8,1.97520383478183,73.9
"05000US17101",80.77,"73800","92.36",47.22,"69.15","42.76",86.62,71.08,"95.54","93.12","621",41,5.6,1.95914713541667,71.36
"05000US17103",85.09,"117600","96.99",55.46,"75.36","55.81",90.77,72.82,"97.28","99.3","696",43.4,6.1,1.97591065041244,75.56
"05000US17105",84.8,"109700","94.46",55.48,"73.21","55.1",90.08,72.07,"98.32","95.75","690",42,6,1.96850558659218,73.58
"05000US17107",86.34,"102900","96.27",57.01,"74.89","57.07",90.13,72.75,"97.79","96.91","680",40.4,5.7,1.96311626195732,75.15
"05000US17109",84.36,"94200","94.83",53.18,"72.92","54.65",78.26,66.73,"97.66","97.1","628",32.1,5.5,1.95297555791711,71.2
"05000US17111",96.99,"219600","98.9",73.57,"87.18","72.72",94.65,79.27,"98.72","99.54","1175",40.2,6.6,1.96109541015276,80.59
"05000US17113",94.91,"166700","98.48",66.81,"83.94","70.77",91.73,64.15,"97.99","98.81","830",32.9,5.8,1.86360132408289,68.13
"05000US17115",95.33,"96800","95.99",54.05,"74.48","54.06",87.41,69.54,"97.55","96.86","676",41.3,5.6,1.81973567882484,71.59
"05000US17117",79.17,"99600","94.51",54.91,"75.53","56.28",86.47,76.29,"96.69","96.35","681",43.6,5.6,1.98449818879182,78.12
"05000US17119",93.01,"132300","95.11",62.24,"81.16","65.72",90.22,70.76,"97.81","96.8","815",40.1,5.6,1.90614730060607,73
"05000US17121",78.93,"74900","96.05",51.54,"71.38","53.75",87.25,73.37,"97.22","95.64","619",42.1,5.5,1.94243700119399,74.52
"05000US17123",79.03,"104800","96.75",49.66,"69.56","49.74",82.85,82.1,"98.26","95.24","652",46.3,6.1,1.99121193541794,83.8
"05000US17125",76.28,"79600","95.43",46.08,"65.63","50.47",85.5,78,"97.41","95.03","636",45.3,5.8,1.98373983739837,77.41
"05000US17127",80.53,"83700","96.16",52.07,"72.8","55.9",84.03,75.31,"98.27","89.24","640",43.8,5.4,1.92214273831309,76.93
"05000US17129",77.65,"137400","98.48",63.61,"80","63.57",90.91,77.18,"97.65","99.13","749",42.9,5.9,1.97922277799154,77.51
"05000US17131",70.49,"106000","96.66",57.94,"77.95","60.64",89.27,77.85,"98.48","99.08","648",44.8,6.3,1.98988526570048,80.45
"05000US17133",75.9,"209100","97.17",64.09,"81.78","58.12",94.93,84.48,"98.48","98.32","843",42.6,6.1,1.98584163607761,88.67
"05000US17135",80.58,"82200","96.22",49.71,"69.94","50.87",86.48,77.1,"97.39","97.03","619",43.1,5.7,1.99012258576594,76.99
"05000US17137",86.57,"104800","95.98",57.6,"77.36","56.61",89.6,67.84,"97.37","97.25","686",41.5,5.6,1.95131275245239,70.95
"05000US17139",81.49,"109000","96.56",56.26,"75.07","54.94",91.68,77.6,"95.31","98.82","699",40.3,5.8,1.99086294416244,80.61
"05000US17141",82.84,"143100","99.07",61.38,"79.72","64.05",92.24,73.92,"98.26","98.95","743",42.4,6.2,1.97827855126549,75.84
"05000US17143",94.68,"129900","97.32",60.79,"79.22","63",87.91,65.07,"97.18","98.15","778",37.2,5.6,1.78469081476049,67.47
"05000US17145",84.47,"85400","94.97",47.79,"70.09","49.11",86.85,74.95,"98.14","96.29","522",41.7,5.6,1.97452841523489,76.77
"05000US17147",83.51,"130300","97.22",61.37,"79.83","67.26",90.49,81.76,"98.4","98.76","816",43,6.2,1.98761194029851,83.2
"05000US17149",82.89,"78800","94.19",49.22,"69.07","44.59",81.67,78.23,"95.63","93.64","566",42.3,5.9,1.98988815688678,79.32
"05000US17151",66.48,"87200","84.86",36.1,"59.45","40.29",58.15,85.1,"97.99","70.99","371",53.7,5.1,1.97688564476886,86.95
"05000US17153",77.78,"63600","84.05",35.3,"59.51","44.52",68.61,74.83,"96.73","76.22","501",44.1,5.4,1.65347445927289,76.42
"05000US17155",83.71,"124500","97.62",54.64,"75.98","58.85",76.1,80.54,"98.46","97.43","684",47.9,5.7,1.99081419624217,80.33
"05000US17157",82.51,"104700","93.61",51.45,"74.36","55.2",85.22,75.69,"98.17","95.23","663",42,5.6,1.9556135770235,76.11
"05000US17159",81.33,"87700","92.91",42.18,"64.03","44.77",86.24,71.72,"96.87","93.21","565",41.9,5.8,1.98025300833076,74.69
"05000US17161",96.09,"117000","96.9",59.2,"77.67","62.12",91.19,68.65,"97.04","97.37","733",40.1,5.6,1.88209440408664,70.92
"05000US17163",94.72,"124700","94.25",61.8,"81.82","67.41",86.03,64.93,"97.27","95.42","844",38.3,5.6,1.6856776922853,66.71
"05000US17165",87.58,"73100","94.88",43.56,"65.93","46.23",85.55,72.39,"96.99","98.16","629",42,5.3,1.94411117776445,73.85
"05000US17167",94.07,"138100","98.02",61.24,"79.95","63.49",91.51,68.91,"97.92","98.57","799",40,5.6,1.85726921743704,70.87
"05000US17169",75.67,"85900","96.18",37.9,"58.69","38.12",82.16,76.48,"97.78","96.73","641",45.8,5.7,1.96121297602257,77.91
"05000US17171",74.17,"85000","93.79",48.11,"69.57","49.57",79.5,78.2,"97.24","93.02","543",44.1,6.2,1.98825931597754,75.58
"05000US17173",71.09,"90100","97.85",48.39,"69.01","52.3",86.95,80.23,"98.38","98.18","604",44.8,5.9,1.9846789090514,81
"05000US17175",72.01,"85400","93.1",41.77,"63.23","43.31",86.5,80.25,"97.91","93.97","596",45.1,6.3,1.97994768962511,81.12
"05000US17177",83.44,"97000","95.73",53.43,"72.38","52.66",89.29,68.68,"97.88","98.57","639",45.1,6,1.88245193533582,70.3
"05000US17179",93.5,"139700","96.8",61.76,"80.06","61.72",92.93,76.46,"97.86","99.11","731",40.9,5.7,1.98049914855437,79.96
"05000US17181",77.88,"101500","95.4",49.52,"70.8","49.32",83.37,77.61,"97.84","90.05","570",43.7,5.5,1.98095666516719,79.94
"05000US17183",89.44,"78900","95.23",49.44,"70.79","53.59",86.29,69.16,"95.12","96.45","684",40.3,5.6,1.86308531109686,70.33
"05000US17185",75.58,"80500","94.94",48.89,"68.7","47.9",87.77,76.33,"97.63","96.38","634",43.6,5.7,1.98488562091503,80.24
"05000US17187",76.58,"84300","98.22",54.26,"73.44","55.08",86.96,75.53,"97.28","99.09","633",39.3,5.8,1.95635276532138,78.44
"05000US17189",71.47,"109400","96.55",48.51,"67.36","48.83",90.13,78.66,"98.26","97.22","680",43.4,5.9,1.98928870292887,80.87
"05000US17191",62.65,"82000","93.79",41.48,"63.05","47.7",89.07,76.33,"96.93","93.47","625",43.3,5.7,1.97696113074205,76.33
"05000US17193",74.99,"69700","94.73",41.35,"62.88","43.69",84.75,77.9,"97.88","98.93","551",44.1,5.5,1.99177902005919,79.05
"05000US17195",87.48,"103400","98.29",56.36,"75.33","59.51",90.36,75.19,"97.86","98.87","679",43.2,5.8,1.983251948942,77.45
"05000US17197",97.84,"224800","98.49",72.38,"87.04","74.17",93.93,81.04,"98.59","98.89","1167",37.6,6.5,1.83163775850567,83.17
"05000US17199",94.15,"111800","96.42",53.02,"74.75","53.83",86.82,69.88,"97.81","94.53","721",40.9,5.5,1.94100926575363,72.76
"05000US17201",96.92,"117000","97.35",63.64,"80.55","65.75",91.12,65.74,"97.46","98.29","777",39.6,5.7,1.84751500767835,67.32
"05000US17203",84.71,"162700","98.49",59.54,"80.66","64.72",93.73,81.94,"98.71","99.27","768",40,6.3,1.9862007414527,84.21
"05000US18001",76.98,"122400","90.77",61.19,"81.14","60.27",94.33,77.22,"90.96","90.86","607",33.4,6.2,1.98557229881372,83.19
"05000US18003",95.37,"123800","97.78",65.76,"84.36","68.29",91.43,68.26,"97.74","98.65","744",35.8,6,1.84147038327526,71.68
"05000US18005",89.43,"143800","97.83",62.66,"82.17","61.1",92.78,71.32,"97.45","98.63","898",37.7,5.8,1.90324923426695,72.69
"05000US18007",70.4,"87900","97.99",57.28,"75.76","54.99",86.79,72.08,"98.38","97.73","689",40.5,6.2,1.98736409050837,72.23
"05000US18009",82.75,"71300","96.23",56.84,"77.35","71.19",86.72,75.83,"97.89","97.49","623",44.3,5.9,1.97167464114833,78.65
"05000US18011",86.62,"222500","98.46",73.21,"88.85","73.19",92.85,76.71,"97.9","98.66","985",38,6.5,1.95873402312842,81.36
"05000US18013",50.75,"186000","96.92",60.34,"80.84","62.39",70.54,83.55,"98.74","97.26","860",49.2,5.6,1.97817167241096,83.79
"05000US18015",65.46,"131600","94.31",60.62,"80.98","63.31",82.31,80.85,"97.37","95.47","678",42.8,6.1,1.99162436548223,81.98
"05000US18017",82.55,"85500","93.93",60.96,"80.21","65.83",89.42,74.34,"98.19","96.81","654",40.8,6.1,1.96924860220919,74.4
"05000US18019",92.59,"137800","95.72",67.67,"85.5","71.77",88.3,70.45,"97.89","97.62","813",38.9,5.4,1.9023602484472,72.48
"05000US18021",82.53,"102000","95.69",63.39,"82.19","65.98",89.14,76.91,"97.21","95.84","678",40.9,5.6,1.97364414843007,77.08
"05000US18023",78.44,"104000","95.28",61.56,"81.28","63.58",90.14,71.63,"97.72","97.15","707",38.2,6.1,1.99217123344716,73.62
"05000US18025",61.58,"89700","94.82",48.97,"70.46","46.36",70.66,82.78,"94.28","93.47","653",43.6,5.2,1.97139208173691,82.62
"05000US18027",74.06,"121500","95.46",53.94,"77.53","66.8",90.96,73.41,"95.9","98.17","677",34.7,5.6,1.97635105544364,77.21
"05000US18029",83.48,"165400","97.35",69.18,"86.59","70.58",91.31,78.86,"98.78","98.04","737",42.7,6,1.98621836121836,81.07
"05000US18031",74.85,"124700","96.58",66.52,"84.85","69.59",91.61,69.06,"98.6","97.73","796",38.9,5.7,1.97170263788969,71.49
"05000US18033",78.65,"118100","98.05",65.05,"84.35","67.6",93.68,76.6,"97.53","97.21","686",39.1,6.3,1.98713443325987,80.25
"05000US18035",92.25,"90900","95.12",60.97,"80.38","63.43",87.32,64.5,"97.6","96.08","714",35.4,5.6,1.90631789345616,65.52
"05000US18037",79.63,"149500","97.94",56.25,"77.7","56.92",93.08,78.07,"97.9","98.07","661",40.4,5.7,1.98845921450151,80.68
"05000US18039",94,"137900","96.58",66.16,"84.66","66.1",91.78,68.83,"96.9","97.85","777",35.5,6,1.92229949259633,70.92
"05000US18041",83.47,"82400","95.75",63.01,"80.44","70.52",88.43,69.53,"97.97","98.07","696",42.6,5.7,1.96989966555184,69.89
"05000US18043",86.79,"165700","96.55",64.19,"84.11","64.61",89.93,72.44,"98.36","98.28","786",39.9,5.8,1.92761275378117,75.73
"05000US18045",65.99,"94900","95.11",54.85,"75.79","53.69",88.89,76.09,"96.89","96.54","656",43.1,5.9,1.98089807555239,77.17
"05000US18047",58.49,"151900","97.28",57.28,"80.73","59.72",89.91,81.11,"97.53","97.82","741",42,6.1,1.99817017383349,82.3
"05000US18049",71.14,"97200","97.11",60.28,"78.57","50.19",81.06,76.67,"98.58","98.26","653",41.3,6,1.96930492135972,78.51
"05000US18051",87.96,"110300","96.68",58.75,"79.83","62.84",88.01,77.23,"97.83","97.18","670",40.3,5.5,1.96911809121111,77.97
"05000US18053",90.21,"89500","96.49",58.42,"78.25","58.68",85.74,69.21,"97.66","97.92","682",40.3,5.9,1.90938325485242,70.5
"05000US18055",75.16,"95600","94.55",53.18,"75.54","62.33",83.92,79.97,"97.83","91.85","617",42.9,5.7,1.98983580922596,81.76
"05000US18057",96.89,"249400","98.8",78.91,"91.78","79.47",94.8,77.27,"98.56","99.15","1152",36.9,7.1,1.90348087739994,80.92
"05000US18059",92.29,"165200","97.68",75.23,"89.28","74.47",94.96,77.58,"98.47","99.16","887",39.9,6.5,1.95176324650009,79.47
"05000US18061",70.21,"143500","94.63",62.74,"82.78","63.05",85.93,82.54,"97.96","95.82","710",42.5,5.8,1.97915523861766,83.97
"05000US18063",92.29,"179600","98.82",76.4,"90.32","76.92",95.63,78.47,"98.42","99.21","1051",37.7,6.4,1.90767588415579,82.33
"05000US18065",84.95,"96200","95.78",59.26,"78.93","60.85",86.7,73.57,"97.32","97.73","710",42.2,5.9,1.9764232942199,74.53
"05000US18067",95.05,"106300","95.7",62.95,"82.84","60.19",88.16,68.36,"98.44","98.14","699",41.7,5.8,1.90480463096961,69.44
"05000US18069",80.7,"105000","98.05",66.13,"83.7","67.23",92.08,75.86,"98.49","99.03","693",40.7,6.3,1.97905652704351,77.88
"05000US18071",86.12,"116700","93.59",62.44,"82.33","68.43",88.25,72.6,"97.08","94.88","741",38.7,5.8,1.96118476053983,73.64
"05000US18073",72.49,"158300","97.7",65.98,"84.58","65.28",92.74,75.65,"97.71","99.4","771",39.9,6,1.98245474120743,76.88
"05000US18075",70.43,"85400","92.3",56.64,"77.27","53.07",88.12,73.02,"96.55","93.88","643",40,5.9,1.98171554791999,73.04
"05000US18077",88.99,"123700","94.65",61.59,"82.16","68.83",88.3,71.93,"98.26","95.55","741",40.5,5.7,1.96543616270868,72.58
"05000US18079",77.6,"103900","92.51",60.17,"80.76","64.2",86.83,75.29,"95.89","93.3","742",39.7,5.6,1.98170560090065,76.27
"05000US18081",95.35,"158200","98.42",73.59,"89.07","75.42",92.64,71.8,"98.49","99.27","927",37.4,6,1.94619646090683,74.31
"05000US18083",88.64,"88700","95.49",60.52,"79.79","64.87",87.66,65.01,"98.03","97.24","651",38,5.4,1.96556335673688,68.58
"05000US18085",84.33,"146000","98.03",63.04,"83.81","64.92",80.18,73.55,"97.51","98.68","778",38,5.9,1.96616247229104,74.88
"05000US18087",60.03,"179200","97.82",64.16,"85.87","65.34",82.29,82.69,"79.58","97.86","726",31.4,6.4,1.98551204569915,84.88
"05000US18089",97.56,"143500","93.57",64.77,"83.84","68.77",87.41,69.62,"98.22","95.83","873",38.7,5.5,1.72682366518009,70.81
"05000US18091",92.44,"127700","96.95",64.31,"82.75","65.89",87.45,71.84,"98.49","97.72","738",40.4,5.7,1.89308689166511,72.71
"05000US18093",78.45,"115700","95.66",58.73,"78.71","59.3",87.55,77.59,"96.55","95.61","684",42.8,5.6,1.98231189484503,79.46
"05000US18095",93.58,"93700","94.92",63.68,"82.42","66.6",87.05,69.88,"98.13","97.15","772",40.3,5.7,1.90461281163704,69.71
"05000US18097",98.4,"129200","95.3",69.88,"86.31","71.6",87.42,53.97,"97.53","96.63","862",34.4,5.4,1.68303918619744,56.38
"05000US18099",80.53,"134500","97.14",61.24,"80.88","57.27",85.41,75.2,"95.85","98.67","706",40.1,6.2,1.98353145839374,77.28
"05000US18101",71.58,"111100","92.76",50.17,"75.69","54.72",87.39,79.16,"98.05","95.46","559",42.7,5.5,1.99499761791329,84.28
"05000US18103",83.37,"87200","95.95",56.77,"78.02","53.49",88.82,71.2,"98.69","97.87","712",40,6,1.94294885824761,71.64
"05000US18105",91.41,"167900","98.42",65.3,"84.37","67.93",90.83,54.79,"98.2","98.65","893",29.3,5.2,1.89172983776581,57.25
"05000US18107",73.11,"120500","97.45",66.73,"85.13","69.63",91.78,70.86,"98.49","98.41","670",40.5,5.8,1.97747364285247,73.56
"05000US18109",81.51,"154300","97.84",69.28,"87.06","70.5",91.67,76.18,"97.93","97.67","809",41.4,5.9,1.98611432538764,76.4
"05000US18111",70.52,"115300","96.82",61.17,"79.63","62.82",91.54,78.95,"97.97","98.35","687",42.9,6.3,1.9980222941388,76.5
"05000US18113",68.99,"118100","98.72",64.46,"83.12","62.6",88.4,76,"97","97.86","709",38.7,5.9,1.98424543946932,77.42
"05000US18115",71.15,"148100","93.15",68.98,"87.96","73.32",88.74,78.39,"96.82","93.93","771",47.5,6,1.98010346199761,80.13
"05000US18117",70.49,"92200","96.14",55.33,"76.67","57.39",85.51,74.67,"95.58","95.3","613",42.1,5.3,1.96840502474305,75.26
"05000US18119",61.38,"113500","93.04",56.55,"77.53","56.71",85.69,78.77,"97.14","94.78","691",44.9,5.6,1.97251293847039,77.69
"05000US18121",63.48,"91300","95.36",58.73,"80.53","63.24",74.98,77.09,"95.33","94.52","588",41.8,5.6,1.986655817738,79.04
"05000US18123",73.92,"108800","96.69",62.05,"82.91","63.16",86.09,77.44,"97.07","96.9","564",42.2,5.5,1.98151373074347,80.15
"05000US18125",73.27,"96700","95.24",51.73,"75.07","57.04",88.75,82.92,"97.89","93.46","575",43.7,5.6,1.985182296744,83.09
"05000US18127",97.34,"178100","98.98",68.37,"86.18","71.7",93.76,75.46,"98.41","99.48","922",39.5,6,1.94362894527037,78.42
"05000US18129",88.66,"141000","97.7",63.03,"81.39","63.79",88.63,81.07,"98.38","96.4","708",42.3,5.9,1.98476658476658,83.68
"05000US18131",59.89,"98700","95.09",57.04,"78.19","61.53",85.36,77,"97.02","97.75","690",41.2,5.8,1.98134615384615,74.65
"05000US18133",69.45,"121300","96.69",61.88,"82.79","66.09",89.5,71.79,"97.75","97.06","784",37.9,5.6,1.97410521616192,72.5
"05000US18135",76.54,"79600","94.64",53.96,"74.01","47.08",89.56,76.91,"98.09","96.01","645",42.4,6.1,1.97527918297222,78.46
"05000US18137",77.07,"149800","96.05",63.33,"83.51","64.76",90.6,77.13,"96.59","97.14","691",40.8,5.7,1.97707120465741,78.85
"05000US18139",68.85,"104300","96.84",58.42,"77.92","58.27",89.75,71.35,"98.44","99.04","708",41.6,6.2,1.98438661710037,71.19
"05000US18141",96.84,"123900","95.69",64,"83.99","65.7",86.99,67.83,"97.82","96.94","767",36.5,5.9,1.84206003496607,70.59
"05000US18143",87.28,"99600","92.67",63.73,"82.05","67.4",85.1,72.75,"97.11","94.11","783",40.7,5.6,1.98334073745002,72.41
"05000US18145",79.51,"130100","97.61",65.18,"83.62","60.9",91.98,73.28,"97.2","99.5","783",41,5.9,1.96925246826516,73.32
"05000US18147",80.35,"121000","98.19",55.76,"76.53","54.81",89.48,80.98,"97","97.67","706",43.6,5.6,1.98495498828462,82.23
"05000US18149",77.48,"108000","94.52",60.51,"79.33","58.73",78.63,79,"98.16","96.67","685",41.6,5.9,1.98946765884373,78.44
"05000US18151",70.18,"140600","97.78",62.04,"82.38","61.54",71.16,77.49,"98.43","95.04","766",43.2,5.9,1.98269285108788,79.06
"05000US18153",80.6,"85500","94.14",59.3,"79.42","67.2",86.29,73.48,"97.6","94.21","693",41,5.8,1.98637602179837,77.71
"05000US18155",69.33,"110800","95.14",61.02,"79.62","56.16",81.61,73.61,"98.09","96.77","769",40.1,5.5,1.97370258319758,72.86
"05000US18157",91.62,"148800","98.1",69.94,"87.38","70.23",91.62,54.36,"97.55","98.93","837",28,5.5,1.87431994443801,58.08
"05000US18159",75.28,"106200","93.63",62.44,"81.66","63.53",89.94,80.62,"97.47","96.36","744",44.9,6.3,1.98300238284353,82.63
"05000US18161",60.82,"112100","97.39",59.4,"77.6","56.75",87.52,71.05,"98","97.45","815",43.8,6.3,1.99191848208011,66.39
"05000US18163",97.97,"126400","97.4",64.38,"81.85","65.74",89.49,64.34,"97.75","97.86","770",38.1,5.3,1.88382515259917,67.23
